Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfClauses;NumberOfLiterals;ClauseDensity;RatioOptionalFeatures;ConnectivityDensity;Void;#CORE;#Dead;NumberOfValidConfigurations;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
malta_mips32_4kc;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/malta_mips32_4kc/Berger2013.dimacs;systems_software/malta_mips32_4kc/Berger2013;1233.0;1232.0;1232.0;3213.0;2.71521942110177;2.60583941605839;0.99918896999189;2.0;1232.0;;;;;;;;;;;
malta_mips32_4kc;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/malta_mips32_4kc/Knüppel2017.xml;systems_software/malta_mips32_4kc/Knüppel2017;1245.0;945.0;33.0;865.0;3.0;0.694779116465863;0.83855421686747;7.0;4.14666666666667;;;;;;;;;;;
malta_mips32_4kc;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/malta_mips32_4kc/Passos2011.cfr;systems_software/malta_mips32_4kc/Passos2011;;;;;;;;;;;;;;;;;;;;
malta_mips64_5kc;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/malta_mips64_5kc/Berger2013.dimacs;systems_software/malta_mips64_5kc/Berger2013;1233.0;1232.0;1232.0;3212.0;2.71544209215442;2.60502838605028;0.99918896999189;2.0;1232.0;;;;;;;;;;;
malta_mips64_5kc;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/malta_mips64_5kc/Knüppel2017.xml;systems_software/malta_mips64_5kc/Knüppel2017;1245.0;945.0;33.0;865.0;2.99653179190751;0.694779116465863;0.837751004016064;7.0;4.14666666666667;;;;;;;;;;;
malta_mips64_5kc;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/malta_mips64_5kc/Passos2011.cfr;systems_software/malta_mips64_5kc/Passos2011;;;;;;;;;;;;;;;;;;;;
mb93091;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mb93091/Berger2013.dimacs;systems_software/mb93091/Berger2013;1251.0;1250.0;1250.0;3131.0;2.66464388374321;2.50279776179057;0.999200639488409;2.0;1250.0;;;;;;;;;;;
mb93091;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mb93091/Knüppel2017.xml;systems_software/mb93091/Knüppel2017;1263.0;958.0;32.0;876.0;2.95319634703196;0.693586698337292;0.820269200316706;7.0;4.13770491803279;;;;;;;;;;;
mb93091;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mb93091/Passos2011.cfr;systems_software/mb93091/Passos2011;;;;;;;;;;;;;;;;;;;;
mb93093;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mb93093/Berger2013.dimacs;systems_software/mb93093/Berger2013;1231.0;1230.0;1230.0;3083.0;2.67109957833279;2.50446791226645;0.999187652315191;2.0;1230.0;;;;;;;;;;;
mb93093;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mb93093/Knüppel2017.xml;systems_software/mb93093/Knüppel2017;1243.0;946.0;32.0;859.0;2.9604190919674;0.691069991954948;0.82059533386967;7.0;4.18181818181818;;;;;;;;;;;
mb93093;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mb93093/Passos2011.cfr;systems_software/mb93093/Passos2011;;;;;;;;;;;;;;;;;;;;
mbx;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mbx/Berger2013.dimacs;systems_software/mbx/Berger2013;1296.0;1295.0;1295.0;3218.0;2.64356743318832;2.48302469135802;0.999228395061728;2.0;1295.0;;;;;;;;;;;
mbx;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mbx/Knüppel2017.xml;systems_software/mbx/Knüppel2017;1308.0;1003.0;31.0;889.0;3.01574803149606;0.679663608562691;0.824923547400612;7.0;4.28524590163934;;;;;;;;;;;
mbx;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mbx/Passos2011.cfr;systems_software/mbx/Passos2011;;;;;;;;;;;;;;;;;;;;
mcb2100;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mcb2100/Berger2013.dimacs;systems_software/mcb2100/Berger2013;1250.0;1249.0;1249.0;3824.0;3.91997907949791;3.0592;0.9992;2.0;1249.0;;;;;;;;;;;
mcb2100;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mcb2100/Knüppel2017.xml;systems_software/mcb2100/Knüppel2017;1262.0;958.0;32.0;882.0;3.07596371882086;0.698890649762282;0.839936608557845;7.0;4.14802631578947;;;;;;;;;;;
mcb2100;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mcb2100/Passos2011.cfr;systems_software/mcb2100/Passos2011;;;;;;;;;;;;;;;;;;;;
moab;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/moab/Berger2013.dimacs;systems_software/moab/Berger2013;1278.0;1277.0;1277.0;3249.0;2.66358879655279;2.54225352112676;0.999217527386541;2.0;1277.0;;;;;;;;;;;
moab;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/moab/Knüppel2017.xml;systems_software/moab/Knüppel2017;1291.0;972.0;31.0;917.0;2.97928026172301;0.710302091402014;0.836560805577072;7.0;4.04388714733542;;;;;;;;;;;
moab;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/moab/Passos2011.cfr;systems_software/moab/Passos2011;;;;;;;;;;;;;;;;;;;;
mpc50;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mpc50/Berger2013.dimacs;systems_software/mpc50/Berger2013;1214.0;1213.0;1213.0;3728.0;3.9549356223176;3.07084019769357;0.999176276771005;2.0;1213.0;;;;;;;;;;;
mpc50;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mpc50/Knüppel2017.xml;systems_software/mpc50/Knüppel2017;1226.0;931.0;33.0;863.0;3.0486674391657;0.703915171288744;0.835236541598695;7.0;4.15254237288136;;;;;;;;;;;
mpc50;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mpc50/Passos2011.cfr;systems_software/mpc50/Passos2011;;;;;;;;;;;;;;;;;;;;
nano;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/nano/Berger2013.dimacs;systems_software/nano/Berger2013;1266.0;1265.0;1265.0;3870.0;3.89922480620155;3.05687203791469;0.999210110584518;2.0;1265.0;;;;;;;;;;;
nano;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/nano/Knüppel2017.xml;systems_software/nano/Knüppel2017;1278.0;962.0;33.0;911.0;3.0450054884742;0.71283255086072;0.84037558685446;8.0;4.04113924050633;;;;;;;;;;;
nano;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/nano/Passos2011.cfr;systems_software/nano/Passos2011;;;;;;;;;;;;;;;;;;;;
npwr;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/npwr/Berger2013.dimacs;systems_software/npwr/Berger2013;1259.0;1258.0;1258.0;3822.0;3.90999476713762;3.03574265289913;0.999205718824464;2.0;1258.0;;;;;;;;;;;
npwr;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/npwr/Knüppel2017.xml;systems_software/npwr/Knüppel2017;1271.0;962.0;35.0;898.0;3.04899777282851;0.706530291109363;0.837136113296617;7.0;4.11003236245955;;;;;;;;;;;
npwr;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/npwr/Passos2011.cfr;systems_software/npwr/Passos2011;;;;;;;;;;;;;;;;;;;;
ocelot;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ocelot/Berger2013.dimacs;systems_software/ocelot/Berger2013;1267.0;1266.0;1266.0;3141.0;2.65870741801974;2.47908445146014;0.999210734017364;2.0;1266.0;;;;;;;;;;;
ocelot;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ocelot/Knüppel2017.xml;systems_software/ocelot/Knüppel2017;1279.0;974.0;32.0;872.0;2.9644495412844;0.681782642689601;0.81391712275215;7.0;4.19016393442623;;;;;;;;;;;
ocelot;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ocelot/Passos2011.cfr;systems_software/ocelot/Passos2011;;;;;;;;;;;;;;;;;;;;
olpce2294;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/olpce2294/Berger2013.dimacs;systems_software/olpce2294/Berger2013;1275.0;1274.0;1274.0;3881.0;3.89461479000258;3.04392156862745;0.99921568627451;2.0;1274.0;;;;;;;;;;;
olpce2294;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/olpce2294/Knüppel2017.xml;systems_software/olpce2294/Knüppel2017;1287.0;976.0;32.0;904.0;3.07522123893805;0.702408702408702;0.843822843822844;7.0;4.13504823151125;;;;;;;;;;;
olpce2294;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/olpce2294/Passos2011.cfr;systems_software/olpce2294/Passos2011;;;;;;;;;;;;;;;;;;;;
olpch2294;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/olpch2294/Berger2013.dimacs;systems_software/olpch2294/Berger2013;1262.0;1261.0;1261.0;3851.0;3.90755647883667;3.05150554675119;0.999207606973059;2.0;1261.0;;;;;;;;;;;
olpch2294;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/olpch2294/Knüppel2017.xml;systems_software/olpch2294/Knüppel2017;1274.0;968.0;32.0;890.0;3.08314606741573;0.698587127158556;0.842229199372057;7.0;4.16013071895425;;;;;;;;;;;
olpch2294;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/olpch2294/Passos2011.cfr;systems_software/olpch2294/Passos2011;;;;;;;;;;;;;;;;;;;;
olpcl2294;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/olpcl2294/Berger2013.dimacs;systems_software/olpcl2294/Berger2013;1274.0;1273.0;1273.0;3878.0;3.89582258896338;3.04395604395604;0.999215070643642;2.0;1273.0;;;;;;;;;;;
olpcl2294;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/olpcl2294/Knüppel2017.xml;systems_software/olpcl2294/Knüppel2017;1286.0;975.0;32.0;902.0;3.07649667405765;0.701399688958009;0.843701399688958;7.0;4.13183279742765;;;;;;;;;;;
olpcl2294;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/olpcl2294/Passos2011.cfr;systems_software/olpcl2294/Passos2011;;;;;;;;;;;;;;;;;;;;
p2106;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/p2106/Berger2013.dimacs;systems_software/p2106/Berger2013;1250.0;1249.0;1249.0;3824.0;3.91997907949791;3.0592;0.9992;2.0;1249.0;;;;;;;;;;;
p2106;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/p2106/Knüppel2017.xml;systems_software/p2106/Knüppel2017;1262.0;958.0;32.0;882.0;3.07596371882086;0.698890649762282;0.839936608557845;7.0;4.14802631578947;;;;;;;;;;;
p2106;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/p2106/Passos2011.cfr;systems_software/p2106/Passos2011;;;;;;;;;;;;;;;;;;;;
pati;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pati/Berger2013.dimacs;systems_software/pati/Berger2013;1249.0;1248.0;1248.0;3266.0;2.71800367421923;2.61489191353082;0.99919935948759;2.0;1248.0;;;;;;;;;;;
pati;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pati/Knüppel2017.xml;systems_software/pati/Knüppel2017;1261.0;963.0;30.0;866.0;3.02771362586605;0.686756542426646;0.837430610626487;7.0;4.22818791946309;;;;;;;;;;;
pati;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pati/Passos2011.cfr;systems_software/pati/Passos2011;;;;;;;;;;;;;;;;;;;;
pc_i82544;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pc_i82544/Berger2013.dimacs;systems_software/pc_i82544/Berger2013;1260.0;1259.0;1259.0;3179.0;2.66404529726329;2.52301587301587;0.999206349206349;2.0;1259.0;;;;;;;;;;;
pc_i82544;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pc_i82544/Knüppel2017.xml;systems_software/pc_i82544/Knüppel2017;1272.0;958.0;31.0;885.0;2.97627118644068;0.695754716981132;0.835691823899371;7.0;4.04777070063694;;;;;;;;;;;
pc_i82544;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pc_i82544/Passos2011.cfr;systems_software/pc_i82544/Passos2011;;;;;;;;;;;;;;;;;;;;
pc_i82559;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pc_i82559/Berger2013.dimacs;systems_software/pc_i82559/Berger2013;1260.0;1259.0;1259.0;3179.0;2.66404529726329;2.52301587301587;0.999206349206349;2.0;1259.0;;;;;;;;;;;
pc_i82559;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pc_i82559/Knüppel2017.xml;systems_software/pc_i82559/Knüppel2017;1272.0;958.0;31.0;885.0;2.97627118644068;0.695754716981132;0.835691823899371;7.0;4.04777070063694;;;;;;;;;;;
pc_i82559;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pc_i82559/Passos2011.cfr;systems_software/pc_i82559/Passos2011;;;;;;;;;;;;;;;;;;;;
pc_rltk8139;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pc_rltk8139/Berger2013.dimacs;systems_software/pc_rltk8139/Berger2013;1258.0;1257.0;1257.0;3179.0;2.66624724756213;2.52702702702703;0.999205087440382;2.0;1257.0;;;;;;;;;;;
pc_rltk8139;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pc_rltk8139/Knüppel2017.xml;systems_software/pc_rltk8139/Knüppel2017;1270.0;956.0;31.0;886.0;2.98081264108352;0.697637795275591;0.836220472440945;7.0;4.04140127388535;;;;;;;;;;;
pc_rltk8139;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pc_rltk8139/Passos2011.cfr;systems_software/pc_rltk8139/Passos2011;;;;;;;;;;;;;;;;;;;;
pc_usb_d12;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pc_usb_d12/Berger2013.dimacs;systems_software/pc_usb_d12/Berger2013;1282.0;1281.0;1281.0;3231.0;2.65552460538533;2.52028081123245;0.999219968798752;2.0;1281.0;;;;;;;;;;;
pc_usb_d12;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pc_usb_d12/Knüppel2017.xml;systems_software/pc_usb_d12/Knüppel2017;1294.0;975.0;32.0;910.0;2.96263736263736;0.703245749613601;0.838485316846986;7.0;4.05329153605016;;;;;;;;;;;
pc_usb_d12;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pc_usb_d12/Passos2011.cfr;systems_software/pc_usb_d12/Passos2011;;;;;;;;;;;;;;;;;;;;
pc_vmWare;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pc_vmWare/Berger2013.dimacs;systems_software/pc_vmWare/Berger2013;1256.0;1255.0;1255.0;3174.0;2.6650913673598;2.52707006369427;0.999203821656051;2.0;1255.0;;;;;;;;;;;
pc_vmWare;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pc_vmWare/Knüppel2017.xml;systems_software/pc_vmWare/Knüppel2017;1268.0;955.0;31.0;884.0;2.97737556561086;0.697160883280757;0.838328075709779;7.0;4.04792332268371;;;;;;;;;;;
pc_vmWare;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pc_vmWare/Passos2011.cfr;systems_software/pc_vmWare/Passos2011;;;;;;;;;;;;;;;;;;;;
phycore;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/phycore/Berger2013.dimacs;systems_software/phycore/Berger2013;1275.0;1274.0;1274.0;3852.0;3.9055036344756;3.02117647058824;0.99921568627451;2.0;1274.0;;;;;;;;;;;
phycore;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/phycore/Knüppel2017.xml;systems_software/phycore/Knüppel2017;1287.0;985.0;32.0;892.0;3.04596412556054;0.693084693084693;0.82051282051282;7.0;4.25827814569536;;;;;;;;;;;
phycore;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/phycore/Passos2011.cfr;systems_software/phycore/Passos2011;;;;;;;;;;;;;;;;;;;;
phycore229x;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/phycore229x/Berger2013.dimacs;systems_software/phycore229x/Berger2013;1361.0;1360.0;1360.0;4026.0;3.82911077993045;2.95811903012491;0.999265246142542;2.0;1360.0;;;;;;;;;;;
phycore229x;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/phycore229x/Knüppel2017.xml;systems_software/phycore229x/Knüppel2017;1373.0;1055.0;33.0;932.0;3.11802575107296;0.678805535324108;0.826656955571741;7.0;4.31446540880503;;;;;;;;;;;
phycore229x;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/phycore229x/Passos2011.cfr;systems_software/phycore229x/Passos2011;;;;;;;;;;;;;;;;;;;;
picasso;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/picasso/Berger2013.dimacs;systems_software/picasso/Berger2013;1249.0;1248.0;1248.0;3808.0;3.91675420168067;3.04883907125701;0.99919935948759;2.0;1248.0;;;;;;;;;;;
picasso;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/picasso/Knüppel2017.xml;systems_software/picasso/Knüppel2017;1261.0;951.0;33.0;899.0;3.03337041156841;0.712926249008723;0.838223632038065;7.0;4.06451612903226;;;;;;;;;;;
picasso;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/picasso/Passos2011.cfr;systems_software/picasso/Passos2011;;;;;;;;;;;;;;;;;;;;
