Name;Origin;Domain;Format;Extension;Year;Keywords;Hierarchy;Versions;VersionRange;Variants;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;Number_Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfAlternatives;NumberOfOrs;NumberOfClauses;NumberOfLiterals;NumberOfUnitClauses;NumberOfTwoClauses;ClauseDensity;NumberOfTautologies;NumberOfRedundantConstraints;ConnectivityDensity;Void;Number_CORE;Number_Dead;RatioOptionalFeatures;NumberOfFalseOptionalFeatures;NumberOfOptionalFeatures;NumberOfValidConfigurationsLog;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
h8max;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/h8max/Passos2011.json;systems_software/h8max/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
h8max;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/h8max/Knüppel2017.json;systems_software/h8max/Knüppel2017;1215.0;916.0;31.0;849.0;2.97879858657244;0.698765432098765;0.839506172839506;7.0;4.06020066889632;12.0;0.0;2847.0;5839.0;10;2701;0.487583490323686;6;342;1836;1;6;40;0.962139917695473;167;1169;121;620;597
h8max;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/h8max/Berger2013.json;systems_software/h8max/Berger2013;1203.0;1202.0;1202.0;3072.0;2.68782552083333;2.55361596009975;0.999168744804655;2.0;1202.0;0.0;0.0;4275.0;9767.0;10;3481;0.437698372069213;0;1424;3006;1;26;0;0.978387364921031;25;1177;?;1796;1625
h8s_sim;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/h8s_sim/Passos2011.json;systems_software/h8s_sim/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
h8s_sim;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/h8s_sim/Knüppel2017.json;systems_software/h8s_sim/Knüppel2017;1196.0;903.0;31.0;828.0;2.97705314009662;0.692307692307692;0.836120401337793;7.0;4.07849829351536;12.0;0.0;2795.0;5726.0;11;2654;0.48812434509256;6;338;1798;1;6;55;0.948996655518395;168;1135;120;601;583
h8s_sim;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/h8s_sim/Berger2013.json;systems_software/h8s_sim/Berger2013;1184.0;1183.0;1183.0;3003.0;2.68398268398268;2.53631756756757;0.999155405405405;2.0;1183.0;0.0;0.0;4187.0;9556.0;11;3419;0.438154039347007;0;1391;2949;1;27;0;0.977195945945946;26;1157;277;1758;1603
hs7729pci;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/hs7729pci/Passos2011.json;systems_software/hs7729pci/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hs7729pci;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/hs7729pci/Knüppel2017.json;systems_software/hs7729pci/Knüppel2017;1312.0;1003.0;32.0;886.0;3.05304740406321;0.675304878048781;0.823932926829268;7.0;4.24271844660194;13.0;0.0;3068.0;6310.0;12;2899;0.48621236133122;6;371;1974;1;6;131;0.895579268292683;229;1175;123;661;627
hs7729pci;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/hs7729pci/Berger2013.json;systems_software/hs7729pci/Berger2013;1299.0;1298.0;1298.0;49911.0;6.71731682394663;38.4226327944573;0.999230177059276;2.0;1298.0;0.0;0.0;51210.0;243196.0;12;3739;0.210570897547657;0;48159;3236;1;28;0;0.978444957659738;27;1271;?;1930;1752
innovator;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/innovator/Passos2011.json;systems_software/innovator/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
innovator;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/innovator/Knüppel2017.json;systems_software/innovator/Knüppel2017;1270.0;971.0;32.0;886.0;3.06997742663657;0.697637795275591;0.818897637795276;7.0;4.24414715719064;13.0;0.0;2963.0;6132.0;12;2775;0.483202870189172;6;352;1944;1;6;42;0.962204724409449;181;1222;133;673;640
innovator;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/innovator/Berger2013.json;systems_software/innovator/Berger2013;1257.0;1256.0;1256.0;50452.0;6.76843336240387;40.1368337311058;0.99920445505171;2.0;1256.0;0.0;0.0;51709.0;246327.0;12;3607;0.209920146796738;0;48735;3171;1;28;0;0.977724741447892;27;1229;?;1907;1728
integrator_arm7;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/integrator_arm7/Passos2011.json;systems_software/integrator_arm7/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
integrator_arm7;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/integrator_arm7/Knüppel2017.json;systems_software/integrator_arm7/Knüppel2017;1272.0;967.0;33.0;904.0;3.05309734513274;0.710691823899371;0.839622641509434;7.0;4.1672131147541;12.0;0.0;2980.0;6149.0;17;2791;0.484631647422345;6;360;1957;1;6;46;0.959119496855346;183;1220;129;684;650
integrator_arm7;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/integrator_arm7/Berger2013.json;systems_software/integrator_arm7/Berger2013;1260.0;1259.0;1259.0;3939.0;3.91114496064991;3.12619047619048;0.999206349206349;2.0;1259.0;0.0;0.0;5199.0;13982.0;17;3624;0.371835216707195;0;2211;3232;1;31;0;0.975396825396825;30;1229;?;1966;1789
integrator_arm9;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/integrator_arm9/Passos2011.json;systems_software/integrator_arm9/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
integrator_arm9;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/integrator_arm9/Knüppel2017.json;systems_software/integrator_arm9/Knüppel2017;1281.0;974.0;33.0;907.0;3.09151047409041;0.708040593286495;0.840749414519906;7.0;4.16938110749186;13.0;0.0;3024.0;6264.0;15;2820;0.482758620689655;6;361;1990;1;6;45;0.960187353629977;184;1230;130;708;667
integrator_arm9;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/integrator_arm9/Berger2013.json;systems_software/integrator_arm9/Berger2013;1268.0;1267.0;1267.0;50606.0;6.75852665691815;39.910094637224;0.999211356466877;2.0;1267.0;0.0;0.0;51874.0;246864.0;15;3651;0.210131894484412;0;48867;3273;1;31;0;0.975552050473186;30;1237;?;1998;1814
ipaq;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ipaq/Passos2011.json;systems_software/ipaq/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ipaq;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ipaq/Knüppel2017.json;systems_software/ipaq/Knüppel2017;1271.0;958.0;36.0;921.0;3.0271444082519;0.72462627852085;0.845790715971676;7.0;4.05750798722045;12.0;0.0;3010.0;6200.0;16;2833;0.485483870967742;6;374;1944;1;6;71;0.939417781274587;191;1194;124;672;642
ipaq;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ipaq/Berger2013.json;systems_software/ipaq/Berger2013;1259.0;1258.0;1258.0;3868.0;3.89917269906929;3.07227958697379;0.999205718824464;2.0;1258.0;0.0;0.0;5127.0;13658.0;16;3648;0.37538439010104;0;2139;3169;1;31;0;0.97537728355838;30;1228;?;1904;1724
iq80310;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/iq80310/Passos2011.json;systems_software/iq80310/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
iq80310;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/iq80310/Knüppel2017.json;systems_software/iq80310/Knüppel2017;1271.0;962.0;35.0;897.0;3.05016722408027;0.705743509047994;0.836349331235248;7.0;4.11003236245955;12.0;0.0;2975.0;6131.0;13;2802;0.485238949600391;6;359;1930;1;6;44;0.96066089693155;184;1221;128;658;627
iq80310;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/iq80310/Berger2013.json;systems_software/iq80310/Berger2013;1259.0;1258.0;1258.0;3821.0;3.91049463491233;3.03494837172359;0.999205718824464;2.0;1258.0;0.0;0.0;5080.0;13540.0;13;3625;0.375184638109306;0;2101;3156;1;28;0;0.977760127084988;27;1231;?;1891;1710
iq80321;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/iq80321/Passos2011.json;systems_software/iq80321/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
iq80321;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/iq80321/Knüppel2017.json;systems_software/iq80321/Knüppel2017;1269.0;959.0;34.0;898.0;3.0467706013363;0.707643814026793;0.836091410559496;7.0;4.09032258064516;12.0;0.0;2971.0;6123.0;13;2798;0.485219663563613;6;359;1929;1;6;44;0.96059889676911;184;1219;128;659;629
iq80321;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/iq80321/Berger2013.json;systems_software/iq80321/Berger2013;1257.0;1256.0;1256.0;3820.0;3.91099476439791;3.03898170246619;0.99920445505171;2.0;1256.0;0.0;0.0;5077.0;13534.0;13;3622;0.375129303975174;0;2099;3154;1;28;0;0.977724741447892;27;1229;?;1891;1714
ixdp425;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ixdp425/Passos2011.json;systems_software/ixdp425/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ixdp425;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ixdp425/Knüppel2017.json;systems_software/ixdp425/Knüppel2017;1260.0;957.0;34.0;886.0;3.05756207674944;0.703174603174603;0.835714285714286;7.0;4.15511551155116;12.0;0.0;2947.0;6070.0;17;2771;0.485502471169687;6;353;1910;1;6;46;0.958730158730159;183;1208;127;649;624
ixdp425;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ixdp425/Berger2013.json;systems_software/ixdp425/Berger2013;1248.0;1247.0;1247.0;3799.0;3.91945248749671;3.04407051282051;0.999198717948718;2.0;1247.0;0.0;0.0;5047.0;13468.0;17;3590;0.374740124740125;0;2097;3126;1;29;0;0.97676282051282;28;1219;?;1872;1690
jmr3904;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/jmr3904/Passos2011.json;systems_software/jmr3904/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jmr3904;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/jmr3904/Knüppel2017.json;systems_software/jmr3904/Knüppel2017;1212.0;916.0;31.0;843.0;2.9655990510083;0.695544554455446;0.834158415841584;7.0;4.09121621621622;12.0;0.0;2825.0;5789.0;10;2683;0.487994472275004;6;341;1830;1;6;52;0.952145214521452;175;1154;122;617;591
jmr3904;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/jmr3904/Berger2013.json;systems_software/jmr3904/Berger2013;1200.0;1199.0;1199.0;3035.0;2.67775947281713;2.52916666666667;0.999166666666667;2.0;1199.0;0.0;0.0;4235.0;9655.0;10;3466;0.438632832729156;0;1394;2997;1;26;0;0.978333333333333;25;1174;?;1790;1625
jtst;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/jtst/Passos2011.json;systems_software/jtst/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jtst;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/jtst/Knüppel2017.json;systems_software/jtst/Knüppel2017;1254.0;952.0;32.0;891.0;3.04601571268238;0.710526315789474;0.842105263157895;7.0;4.14900662251656;12.0;0.0;2948.0;6076.0;13;2776;0.485187623436471;6;359;1910;1;6;57;0.949760765550239;186;1191;125;655;624
jtst;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/jtst/Berger2013.json;systems_software/jtst/Berger2013;1242.0;1241.0;1241.0;3818.0;3.92247249869041;3.07407407407407;0.999194847020934;2.0;1241.0;0.0;0.0;5060.0;13522.0;13;3588;0.374204999260464;0;2117;3122;1;28;0;0.977455716586151;27;1214;?;1874;1701
lpcmt;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/lpcmt/Passos2011.json;systems_software/lpcmt/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lpcmt;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/lpcmt/Knüppel2017.json;systems_software/lpcmt/Knüppel2017;1262.0;958.0;32.0;882.0;3.07596371882086;0.698890649762282;0.839936608557845;7.0;4.14802631578947;12.0;0.0;2956.0;6094.0;13;2782;0.485067279291106;6;352;1917;1;6;57;0.950079239302694;192;1199;125;654;625
lpcmt;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/lpcmt/Berger2013.json;systems_software/lpcmt/Berger2013;1250.0;1249.0;1249.0;3824.0;3.91997907949791;3.0592;0.9992;2.0;1249.0;0.0;0.0;5074.0;13552.0;13;3600;0.374409681227863;0;2120;3137;1;28;0;0.9776;27;1222;?;1881;1708
m5272c3;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/m5272c3/Passos2011.json;systems_software/m5272c3/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m5272c3;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/m5272c3/Knüppel2017.json;systems_software/m5272c3/Knüppel2017;1336.0;1022.0;31.0;877.0;3.19156214367161;0.656437125748503;0.847305389221557;9.0;4.2515923566879;12.0;0.0;3111.0;6383.0;11;2949;0.487388375372082;7;367;1989;1;6;207;0.840568862275449;273;1123;120;651;618
m5272c3;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/m5272c3/Berger2013.json;systems_software/m5272c3/Berger2013;1324.0;1323.0;1323.0;3297.0;2.6381558993024;2.49018126888218;0.999244712990937;2.0;1323.0;0.0;0.0;4621.0;10454.0;11;3827;0.442031758178688;0;1521;3278;1;26;0;0.98036253776435;25;1298;?;1948;1767
mac7100evb;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mac7100evb/Passos2011.json;systems_software/mac7100evb/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mac7100evb;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mac7100evb/Knüppel2017.json;systems_software/mac7100evb/Knüppel2017;1247.0;948.0;33.0;867.0;3.0876585928489;0.695268644747394;0.840417000801925;7.0;4.16722408026756;12.0;0.0;2927.0;6033.0;13;2757;0.485164926239019;6;347;1892;1;6;57;0.949478748997594;183;1184;123;644;618
mac7100evb;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mac7100evb/Berger2013.json;systems_software/mac7100evb/Berger2013;1235.0;1234.0;1234.0;3770.0;3.93342175066313;3.05263157894737;0.99919028340081;2.0;1234.0;0.0;0.0;5005.0;13385.0;13;3556;0.373926036608143;0;2091;3096;1;28;0;0.977327935222672;27;1207;?;1855;1688
mace1;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mace1/Passos2011.json;systems_software/mace1/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mace1;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mace1/Knüppel2017.json;systems_software/mace1/Knüppel2017;1247.0;948.0;33.0;867.0;3.0876585928489;0.695268644747394;0.840417000801925;7.0;4.16722408026756;12.0;0.0;2927.0;6033.0;13;2757;0.485164926239019;6;347;1892;1;6;57;0.949478748997594;183;1184;123;644;618
mace1;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mace1/Berger2013.json;systems_software/mace1/Berger2013;1235.0;1234.0;1234.0;3770.0;3.93342175066313;3.05263157894737;0.99919028340081;2.0;1234.0;0.0;0.0;5005.0;13385.0;13;3556;0.373926036608143;0;2091;3096;1;28;0;0.977327935222672;27;1207;?;1855;1688
malta_mips32_4kc;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/malta_mips32_4kc/Passos2011.json;systems_software/malta_mips32_4kc/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
malta_mips32_4kc;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/malta_mips32_4kc/Knüppel2017.json;systems_software/malta_mips32_4kc/Knüppel2017;1245.0;945.0;33.0;865.0;3.0;0.694779116465863;0.83855421686747;7.0;4.14666666666667;12.0;0.0;2905.0;5964.0;13;2743;0.487089201877934;6;346;1897;1;6;41;0.962248995983936;175;1198;126;651;626
malta_mips32_4kc;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/malta_mips32_4kc/Berger2013.json;systems_software/malta_mips32_4kc/Berger2013;1233.0;1232.0;1232.0;3213.0;2.71521942110177;2.60583941605839;0.99918896999189;2.0;1232.0;0.0;0.0;4446.0;10290.0;13;3551;0.432069970845481;0;1528;3141;1;29;0;0.976480129764801;28;1204;?;1901;1720
malta_mips64_5kc;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/malta_mips64_5kc/Passos2011.json;systems_software/malta_mips64_5kc/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
malta_mips64_5kc;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/malta_mips64_5kc/Knüppel2017.json;systems_software/malta_mips64_5kc/Knüppel2017;1245.0;945.0;33.0;865.0;2.99653179190751;0.694779116465863;0.837751004016064;7.0;4.14666666666667;12.0;0.0;2904.0;5962.0;13;2742;0.487084870848708;6;346;1897;1;6;41;0.962248995983936;174;1198;127;651;626
malta_mips64_5kc;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/malta_mips64_5kc/Berger2013.json;systems_software/malta_mips64_5kc/Berger2013;1233.0;1232.0;1232.0;3212.0;2.71544209215442;2.60502838605028;0.99918896999189;2.0;1232.0;0.0;0.0;4445.0;10288.0;13;3550;0.432056765163297;0;1527;3141;1;29;0;0.976480129764801;28;1204;?;1901;1720
mb93091;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mb93091/Passos2011.json;systems_software/mb93091/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mb93091;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mb93091/Knüppel2017.json;systems_software/mb93091/Knüppel2017;1263.0;958.0;32.0;876.0;2.95319634703196;0.693586698337292;0.820269200316706;7.0;4.13770491803279;12.0;0.0;2921.0;5990.0;15;2764;0.487646076794658;6;354;1900;1;6;40;0.963578780680918;175;1217;132;636;613
mb93091;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mb93091/Berger2013.json;systems_software/mb93091/Berger2013;1251.0;1250.0;1250.0;3131.0;2.66464388374321;2.50279776179057;0.999200639488409;2.0;1250.0;0.0;0.0;4382.0;9965.0;15;3593;0.439739086803813;0;1425;3116;1;27;0;0.97841726618705;26;1224;?;1859;1684
mb93093;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mb93093/Passos2011.json;systems_software/mb93093/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mb93093;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mb93093/Knüppel2017.json;systems_software/mb93093/Knüppel2017;1243.0;946.0;32.0;859.0;2.9604190919674;0.691069991954948;0.82059533386967;7.0;4.18181818181818;12.0;0.0;2870.0;5885.0;11;2721;0.48768054375531;6;344;1872;1;6;37;0.965406275140788;172;1200;130;628;594
