Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;#Features;#LeafFeatures;#TopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;RatioOptionalFeatures;ConnectivityDensity;TreeDepth;AverageNumberOfChildren;Valid;#CORE;#Dead;NumberOfValidConfigurations
aeb;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/aeb/Knüppel2017.xml;systems_software/aeb/Knüppel2017;1226.0;930.0;31.0;875.0;3.049142857142857;0.7137030995106036;0.8401305057096248;0.9502446982055464;1880.0;7.0;4.138513513513513;True;6.0;6.0;50765964107257994343042315414679420499590364967969829449200234628462274407066582571140767926628093534295906542862880947720
aeb;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/aeb/Passos2011.cfr;systems_software/aeb/Passos2011;;;;;;;;;;;;;;;
aim711;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/aim711/Berger2013.dimacs;systems_software/aim711/Berger2013;1265.0;1264.0;1264.0;3873.0;3.89723728375936;3.0616600790513835;0.999209486166008;0.9778656126482214;3184.0;2.0;1264.0;True;28.0;28.0;-1
aim711;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/aim711/Knüppel2017.xml;systems_software/aim711/Knüppel2017;1277.0;966.0;32.0;912.0;3.0405701754385963;0.7141738449490994;0.8386844166014096;0.9608457321848082;1948.0;8.0;4.102893890675241;True;6.0;6.0;14774330430621157731722133341086235369623792545233234777967656667959102594913670363677531700267469812905880102274854535407779000
aim711;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/aim711/Passos2011.cfr;systems_software/aim711/Passos2011;;;;;;;;;;;;;;;
aki3068net;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/aki3068net/Berger2013.dimacs;systems_software/aki3068net/Berger2013;1208.0;1207.0;1207.0;3080.0;2.686038961038961;2.5496688741721854;0.9991721854304636;0.9784768211920528;3016.0;2.0;1207.0;True;26.0;26.0;-1
aki3068net;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/aki3068net/Knüppel2017.xml;systems_software/aki3068net/Knüppel2017;1220.0;920.0;32.0;851.0;2.981198589894242;0.6975409836065574;0.8401639344262295;0.9622950819672133;1842.0;7.0;4.0633333333333335;True;6.0;6.0;26409875491998007789821712407925388859495752408701359114597318850319725584608908312296100173486836131359201419998186389000
aki3068net;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/aki3068net/Passos2011.cfr;systems_software/aki3068net/Passos2011;;;;;;;;;;;;;;;
am31_sim;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/am31_sim/Berger2013.dimacs;systems_software/am31_sim/Berger2013;1166.0;1165.0;1165.0;2968.0;2.692722371967655;2.5454545454545454;0.9991423670668954;0.9785591766723842;2911.0;2.0;1165.0;True;25.0;25.0;-1
am31_sim;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/am31_sim/Knüppel2017.xml;systems_software/am31_sim/Knüppel2017;1178.0;891.0;30.0;819.0;2.9682539682539684;0.6952461799660441;0.8353140916808149;0.9541595925297114;1777.0;7.0;4.101045296167247;True;6.0;6.0;26265186949944561936868894614470127426345279772258743051485237593057640557852640094787685865558881394984361134737735400
am31_sim;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/am31_sim/Passos2011.cfr;systems_software/am31_sim/Passos2011;;;;;;;;;;;;;;;
android;Mendonca2009;False;5;systems_software;SXFM;1.xml;2009;['Manual'];True;http://www.splot-research.org/;https://doi.org/10.1145/1639950.1640002;feature_models/original/systems_software/android/Mendonca2009-5.1.xml;systems_software/android/Mendonca2009-5.1;210.0;161.0;12.0;38.0;2.421052631578948;0.1809523809523809;0.1809523809523809;0.8142857142857143;550.0;8.0;4.26530612244898;True;39.0;39.0;8380521853813637775360
android;Mendonca2009;False;6;systems_software;SXFM;xml;2009;['Manual'];True;http://www.splot-research.org/;https://doi.org/10.1145/1639950.1640002;feature_models/original/systems_software/android/Mendonca2009-6.xml;systems_software/android/Mendonca2009-6;179.0;137.0;12.0;26.0;2.3846153846153846;0.1452513966480447;0.1452513966480447;0.7486033519553073;401.0;8.0;4.238095238095238;True;45.0;45.0;353604612014874191462400
asb;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/asb/Berger2013.dimacs;systems_software/asb/Berger2013;1232.0;1231.0;1231.0;3081.0;2.6689386562804285;2.500811688311688;0.9991883116883116;0.9772727272727272;3068.0;2.0;1231.0;True;28.0;28.0;-1
asb;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/asb/Knüppel2017.xml;systems_software/asb/Knüppel2017;1244.0;952.0;32.0;851.0;2.9741480611045827;0.6840836012861736;0.8191318327974276;0.9533762057877814;1870.0;7.0;4.256849315068493;True;6.0;6.0;170722225082873747587062263991908995457566724364213867944596643609052445565767407938656260096054904394801343465448389118557306600
asb;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/asb/Passos2011.cfr;systems_software/asb/Passos2011;;;;;;;;;;;;;;;
asb2305;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/asb2305/Berger2013.dimacs;systems_software/asb2305/Berger2013;1243.0;1242.0;1242.0;3101.0;2.6643018381167365;2.494770716009654;0.999195494770716;0.9766693483507642;3092.0;2.0;1242.0;True;29.0;29.0;-1
asb2305;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/asb2305/Knüppel2017.xml;systems_software/asb2305/Knüppel2017;1255.0;959.0;32.0;857.0;2.9731621936989496;0.6828685258964143;0.8183266932270916;0.9466135458167332;1883.0;7.0;4.236486486486487;True;6.0;6.0;341444450139482308224179966046949096300663321302082456116934544166619653538477175319459880097322122924043805535912417102376877800
asb2305;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/asb2305/Passos2011.cfr;systems_software/asb2305/Passos2011;;;;;;;;;;;;;;;
assabet;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/assabet/Berger2013.dimacs;systems_software/assabet/Berger2013;1267.0;1266.0;1266.0;3883.0;3.8938964718001534;3.064719810576164;0.9992107340173638;0.9763220205209155;3203.0;2.0;1266.0;True;30.0;30.0;-1
assabet;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/assabet/Knüppel2017.xml;systems_software/assabet/Knüppel2017;1279.0;966.0;35.0;927.0;3.0204962243797198;0.7247849882720876;0.8451915559030493;0.9405785770132916;1969.0;7.0;4.083067092651757;True;6.0;6.0;124810043569446298707098794646927373751501276218216658341932917275119788671282778035794200102819030551821354725291015677885960
assabet;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/assabet/Passos2011.cfr;systems_software/assabet/Passos2011;;;;;;;;;;;;;;;
at91sam7sek;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/at91sam7sek/Berger2013.dimacs;systems_software/at91sam7sek/Berger2013;1297.0;1296.0;1296.0;3921.0;3.874011731701097;3.023130300693909;0.9992289899768696;0.976869699306091;3251.0;2.0;1296.0;True;30.0;30.0;-1
at91sam7sek;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/at91sam7sek/Knüppel2017.xml;systems_software/at91sam7sek/Knüppel2017;1309.0;999.0;34.0;917.0;3.077426390403489;0.7005347593582888;0.8433919022154316;0.9373567608861728;1986.0;7.0;4.219354838709678;True;6.0;6.0;21058082963785530061809455830784764136221930453199593753584770809500549646319562370811750640764391715902957712483320350564056080
at91sam7sek;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/at91sam7sek/Passos2011.cfr;systems_software/at91sam7sek/Passos2011;;;;;;;;;;;;;;;
at91sam7xek;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/at91sam7xek/Berger2013.dimacs;systems_software/at91sam7xek/Berger2013;1320.0;1319.0;1319.0;3963.0;3.855412566237699;3.0022727272727274;0.9992424242424244;0.9772727272727272;3304.0;2.0;1319.0;True;30.0;30.0;-1
at91sam7xek;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/at91sam7xek/Knüppel2017.xml;systems_software/at91sam7xek/Knüppel2017;1332.0;1018.0;34.0;928.0;3.080818965517241;0.6966966966966966;0.8385885885885885;0.948948948948949;2016.0;7.0;4.238853503184713;True;6.0;6.0;764439161246741438723592293265538574956867088483632294772783146387622655660105730673437509539493536487738842332085510292540677848080
at91sam7xek;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/at91sam7xek/Passos2011.cfr;systems_software/at91sam7xek/Passos2011;;;;;;;;;;;;;;;
atlas_mips32_4kc;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/atlas_mips32_4kc/Berger2013.dimacs;systems_software/atlas_mips32_4kc/Berger2013;1217.0;1216.0;1216.0;3078.0;2.672514619883041;2.529170090386196;0.9991783073130648;0.9761709120788824;3042.0;2.0;1216.0;True;29.0;29.0;-1
atlas_mips32_4kc;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/atlas_mips32_4kc/Knüppel2017.xml;systems_software/atlas_mips32_4kc/Knüppel2017;1229.0;928.0;33.0;859.0;2.980209545983702;0.6989422294548413;0.8372660699755899;0.9617575264442636;1860.0;7.0;4.079734219269103;True;6.0;6.0;2466233016989759545310682896986409131289066693817131632428284359821294833481359913203518745063597431729336890157443506913000
atlas_mips32_4kc;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/atlas_mips32_4kc/Passos2011.cfr;systems_software/atlas_mips32_4kc/Passos2011;;;;;;;;;;;;;;;
atlas_mips64_5kc;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/atlas_mips64_5kc/Berger2013.dimacs;systems_software/atlas_mips64_5kc/Berger2013;1210.0;1209.0;1209.0;3066.0;2.675146771037182;2.533884297520661;0.9991735537190084;0.9760330578512396;3028.0;2.0;1209.0;True;29.0;29.0;-1
atlas_mips64_5kc;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/atlas_mips64_5kc/Knüppel2017.xml;systems_software/atlas_mips64_5kc/Knüppel2017;1222.0;923.0;33.0;857.0;2.9743290548424737;0.7013093289689034;0.837152209492635;0.9615384615384616;1853.0;7.0;4.083612040133779;True;6.0;6.0;986484451733580202654434472923423119647427200011139150921007157783506090688791259935945190811334648690269632330534255738600
atlas_mips64_5kc;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/atlas_mips64_5kc/Passos2011.cfr;systems_software/atlas_mips64_5kc/Passos2011;;;;;;;;;;;;;;;
axTLS;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['Automatic', 'KConfig', 'LVAT'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/axTLS/Berger2013.dimacs;systems_software/axTLS/Berger2013;685.0;684.0;684.0;2155.0;2.7475638051044085;3.145985401459854;0.9985401459854014;0.4408759124087591;2129.0;2.0;684.0;True;383.0;383.0;53549315114300044992173341216275700245808519119275143549724160
brutus;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/brutus/Berger2013.dimacs;systems_software/brutus/Berger2013;1222.0;1221.0;1221.0;3754.0;3.9408630793819928;3.072013093289689;0.9991816693944352;0.9762684124386252;3073.0;2.0;1221.0;True;29.0;29.0;-1
brutus;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/brutus/Knüppel2017.xml;systems_software/brutus/Knüppel2017;1234.0;937.0;33.0;876.0;3.045662100456621;0.7098865478119936;0.8403565640194489;0.9481361426256076;1882.0;7.0;4.151515151515151;True;6.0;6.0;120829708126123389041599376494215076920892254200750177026711031563486470413716527396018492566093540214137574673708619284200
brutus;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/brutus/Passos2011.cfr;systems_software/brutus/Passos2011;;;;;;;;;;;;;;;
calm16_ceb;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/calm16_ceb/Berger2013.dimacs;systems_software/calm16_ceb/Berger2013;1174.0;1173.0;1173.0;2990.0;2.687959866220736;2.5468483816013627;0.9991482112436116;0.9778534923339012;2940.0;2.0;1173.0;True;26.0;26.0;-1
calm16_ceb;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/calm16_ceb/Knüppel2017.xml;systems_software/calm16_ceb/Knüppel2017;1186.0;899.0;31.0;830.0;2.966265060240964;0.6998313659359191;0.836424957841484;0.9536256323777405;1799.0;7.0;4.128919860627177;True;6.0;6.0;63884454600217751193206766137044710715406494851950527374745734055335032267567463806049821170151899288399696151556013800
calm16_ceb;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/calm16_ceb/Passos2011.cfr;systems_software/calm16_ceb/Passos2011;;;;;;;;;;;;;;;
calm32_ceb;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/calm32_ceb/Berger2013.dimacs;systems_software/calm32_ceb/Berger2013;1174.0;1173.0;1173.0;2990.0;2.687959866220736;2.5468483816013627;0.9991482112436116;0.9778534923339012;2940.0;2.0;1173.0;True;26.0;26.0;-1
calm32_ceb;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/calm32_ceb/Knüppel2017.xml;systems_software/calm32_ceb/Knüppel2017;1186.0;899.0;31.0;830.0;2.966265060240964;0.6998313659359191;0.836424957841484;0.9536256323777405;1799.0;7.0;4.128919860627177;True;6.0;6.0;63884454600217751193206766137044710715406494851950527374745734055335032267567463806049821170151899288399696151556013800
calm32_ceb;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/calm32_ceb/Passos2011.cfr;systems_software/calm32_ceb/Passos2011;;;;;;;;;;;;;;;
cdl_linux;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cdl_linux/Berger2013.dimacs;systems_software/cdl_linux/Berger2013;1233.0;1232.0;1232.0;3154.0;2.6959416613823715;2.5579886455798864;0.9991889699918896;0.978102189781022;3101.0;2.0;1232.0;True;27.0;27.0;-1
cdl_linux;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cdl_linux/Knüppel2017.xml;systems_software/cdl_linux/Knüppel2017;1245.0;941.0;31.0;859.0;3.0349243306169966;0.6899598393574298;0.8409638554216867;0.9485943775100402;1902.0;7.0;4.092105263157895;True;6.0;6.0;94543414450509271560353866304672955252215158768718688618354592792879629237953337363675367575865717365335154949901660677240
cdl_linux;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cdl_linux/Passos2011.cfr;systems_software/cdl_linux/Passos2011;;;;;;;;;;;;;;;
ceb_v850;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ceb_v850/Berger2013.dimacs;systems_software/ceb_v850/Berger2013;1190.0;1189.0;1189.0;3025.0;2.6823140495867768;2.542016806722689;0.9991596638655462;0.9798319327731092;2985.0;2.0;1189.0;True;24.0;24.0;-1
ceb_v850;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ceb_v850/Knüppel2017.xml;systems_software/ceb_v850/Knüppel2017;1202.0;910.0;30.0;843.0;2.969157769869513;0.7013311148086523;0.8369384359400999;0.956738768718802;1827.0;7.0;4.113013698630137;True;6.0;6.0;5145720487751276533006305850495904931580280675754051752841376901069673589245160749040630274601209566589247929524924333800
ceb_v850;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ceb_v850/Passos2011.cfr;systems_software/ceb_v850/Passos2011;;;;;;;;;;;;;;;
cerf;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cerf/Berger2013.dimacs;systems_software/cerf/Berger2013;1277.0;1276.0;1276.0;3910.0;3.884398976982097;3.061863743148003;0.999216914643696;0.975724353954581;3229.0;2.0;1276.0;True;31.0;31.0;-1
cerf;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cerf/Knüppel2017.xml;systems_software/cerf/Knüppel2017;1289.0;973.0;35.0;935.0;3.020320855614973;0.7253685027152832;0.8456167571761055;0.9542280837858804;1985.0;7.0;4.075949367088608;True;6.0;6.0;11026947374625118022431704102517387365041221372420382625008445302564502447530522730237779407034506830495018305153544225433533960
cerf;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cerf/Passos2011.cfr;systems_software/cerf/Passos2011;;;;;;;;;;;;;;;
cerfpda;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cerfpda/Berger2013.dimacs;systems_software/cerfpda/Berger2013;1292.0;1291.0;1291.0;3940.0;3.87005076142132;3.0495356037151704;0.9992260061919505;0.9760061919504645;3265.0;2.0;1291.0;True;31.0;31.0;-1
cerfpda;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cerfpda/Knüppel2017.xml;systems_software/cerfpda/Knüppel2017;1304.0;983.0;35.0;946.0;3.016913319238901;0.7254601226993865;0.8458588957055214;0.9547546012269938;2006.0;7.0;4.059190031152648;True;6.0;6.0;209279023944520330149361436533324156179464929588973496924582190992546657874356531519258002190527289525489982839933232826951613960
cerfpda;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cerfpda/Passos2011.cfr;systems_software/cerfpda/Passos2011;;;;;;;;;;;;;;;
cma230;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cma230/Berger2013.dimacs;systems_software/cma230/Berger2013;1213.0;1212.0;1212.0;3739.0;3.9502540786306497;3.0824402308326464;0.9991755976916736;0.978565539983512;3056.0;2.0;1212.0;True;26.0;26.0;-1
cma230;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cma230/Knüppel2017.xml;systems_software/cma230/Knüppel2017;1225.0;931.0;31.0;868.0;3.058755760368664;0.7085714285714285;0.84;0.9485714285714286;1872.0;7.0;4.163265306122449;True;8.0;8.0;52312258426754448493793761890686615511881351669810229756460037765755369310788278479549458844064465374001333545175330733800
cma230;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cma230/Passos2011.cfr;systems_software/cma230/Passos2011;;;;;;;;;;;;;;;
cma28x;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cma28x/Berger2013.dimacs;systems_software/cma28x/Berger2013;1205.0;1204.0;1204.0;3051.0;2.67551622418879;2.53195020746888;0.9991701244813278;0.9800829875518672;3017.0;2.0;1204.0;True;24.0;24.0;-1
cma28x;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cma28x/Knüppel2017.xml;systems_software/cma28x/Knüppel2017;1217.0;921.0;30.0;849.0;2.972909305064782;0.6976170912078883;0.8348397699260477;0.9548069022185702;1844.0;7.0;4.108108108108108;True;6.0;6.0;199871746133528467632937084754754996179621929010767085254153018503367993241987914400651556779339368552282164942972786196200
cma28x;Passos2011;False;;systems_software;Clafer;cfr;2011;['CDL', 'Automatic'];True;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cma28x/Passos2011.cfr;systems_software/cma28x/Passos2011;;;;;;;;;;;;;;;
cme555;Berger2013;False;;systems_software;DIMACS;dimacs;2013;['CDL', 'Automatic'];False;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cme555/Berger2013.dimacs;systems_software/cme555/Berger2013;1267.0;1266.0;1266.0;3167.0;2.6671929270603094;2.499605367008682;0.9992107340173638;0.9810576164167324;3145.0;2.0;1266.0;True;24.0;24.0;-1
cme555;Knüppel2017;False;;systems_software;FeatureIDE;xml;2017;['CDL', 'Automatic'];True;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cme555/Knüppel2017.xml;systems_software/cme555/Knüppel2017;1279.0;981.0;30.0;863.0;3.0011587485515645;0.674745895230649;0.815480844409695;0.9569976544175136;1910.0;7.0;4.2885906040268456;True;6.0;6.0;11108767372058609493200323868555424635807679856482543776268325412855469688961637129912247406851628545472277891430433285379681700440280
